SID,DATE,DESCRIPTION,DETAILS
SC01119504,07/01/2015,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC01119504,06/01/2015,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 50 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 50 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 50 DAYS"
SC01119504,11/20/2013,THREATENING TO INFLICT HARM ON EMPLOYEE,DISC. DETENTION FOR 338 DAYS
SC01119504,01/16/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 397 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 397 DAYS,LOSS OF VISITATION PRIVILEGES FOR 397 DAYS"
SC01119504,10/10/2012,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 300 DAYS,DISC. DETENTION FOR 120 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 300 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 300 DAYS,LOSS OF VISITATION PRIVILEGES FOR 300 DAYS"
SC01119504,05/08/2012,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 240 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC01119504,03/21/2011,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 240 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 240 DAYS,LOSS OF VISITATION PRIVILEGES FOR 240 DAYS"
SC02125156,06/12/2023,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE",
SC02125156,06/12/2023,THREATENING TO INFLICT HARM ON EMPLOYEE,
SC02125156,03/06/2023,EXHIBITIONISM AND PUBLIC MASTURBATION,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02125156,01/09/2023,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF GOOD TIME: 20 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC02125156,12/22/2022,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02125156,09/12/2020,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 60 DAYS"
SC02125156,08/31/2020,STEALING,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02125156,08/31/2020,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02125156,08/25/2020,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 45 DAYS"
SC02125156,08/03/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 135 DAYS"
SC02125156,05/20/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02125156,02/27/2020,"DAMAGE,DESTROY,PROP.VALUE AT $100./MORE","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02125156,08/12/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 195 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 195 DAYS,LOSS OF VISITATION PRIVILEGES FOR 195 DAYS"
SC02125156,08/12/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02125156,07/14/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC02125156,06/24/2019,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02125156,06/22/2019,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF GOOD TIME: 60 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 225 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 225 DAYS,LOSS OF VISITATION PRIVILEGES FOR 225 DAYS"
SC02125156,12/19/2018,THROWING/EXPOSURE OF ANY SUBSTANCE,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC02125156,11/20/2018,REFUSING OR FAILING OBEY ORDERS,LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC02125156,11/18/2018,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 65 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 65 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 65 DAYS"
SC00473474,03/23/2021,STRIKE I/M W/WO WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 75 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 75 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 75 DAYS"
SC00473474,09/12/2016,POSSESSION OF CONTRABAND,LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC00473474,07/17/2016,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 65 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 65 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 65 DAYS"
SC00473474,01/07/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,DISC. DETENTION FOR 40 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC00473474,12/15/2015,"SOLICIT EMPLOYEE,I/M,VIOLATE SCDC RULE",LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC00473474,12/13/2015,I/M UNDER INFLUENCE/POSS ALCOHOL OR BUCK,LOSS OF CANTEEN PRIVILEGES FOR 10 DAYS
SC00473474,09/10/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 130 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 130 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 130 DAYS"
SC00473474,05/28/2015,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 100 DAYS,DISC. DETENTION FOR 10 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 100 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 365 DAYS,LOSS OF VISITATION PRIVILEGES FOR 100 DAYS"
SC00473474,09/13/2011,POSSESSION OF CONTRABAND,"LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 83 DAYS"
SC00473474,09/13/2011,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC00473474,09/13/2011,POSSESSION OF ESCAPE TOOLS/PARAPHERNALIA,"LOSS OF CANTEEN PRIVILEGES FOR 720 DAYS,DISC. DETENTION FOR 360 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 720 DAYS,LOSS OF VISITATION PRIVILEGES FOR 720 DAYS"
SC00473474,01/16/2009,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 244 DAYS,DISC. DETENTION FOR 64 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 244 DAYS,LOSS OF VISITATION PRIVILEGES FOR 244 DAYS"
SC00313033,10/28/2016,REFUSING OR FAILING OBEY ORDERS,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 30 DAYS"
SC00313033,09/09/2016,REFUSING OR FAILING OBEY ORDERS,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,DISC. DETENTION FOR 30 DAYS"
SC00313033,08/14/2016,REFUSING OR FAILING OBEY ORDERS,LOSS OF TELEPHONE PRIVILEGES FOR 60 DAYS
SC00313033,08/03/2009,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 280 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 280 DAYS,LOSS OF VISITATION PRIVILEGES FOR 280 DAYS"
SC00313033,07/06/2009,CLASS I ESCAPE,"LOSS OF CANTEEN PRIVILEGES FOR 697 DAYS,DISC. DETENTION FOR 333 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 697 DAYS,LOSS OF VISITATION PRIVILEGES FOR 697 DAYS"
SC00313033,06/30/2009,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 360 DAYS,DISC. DETENTION FOR 180 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 360 DAYS"
SC02297404,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02353259,01/19/2023,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 150 DAYS"
SC02353259,07/31/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 6 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 95 DAYS,DISC. DETENTION FOR 5 DAYS,LOSS OF VISITATION PRIVILEGES FOR 95 DAYS"
SC01300595,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC00240209,06/23/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 164 DAYS,DISC. DETENTION FOR 14 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 164 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 164 DAYS"
SC00240209,06/23/2020,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC02104089,08/29/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 9 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02104089,08/29/2022,POSSESSION OF CONTRABAND,"LOSS OF CANTEEN PRIVILEGES FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 30 DAYS"
SC00750011,12/24/2020,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 110 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 110 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 110 DAYS"
SC01945209,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02183163,No Record
SC00648541,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01655390,02/13/2018,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01655390,01/24/2017,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 180 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 180 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 180 DAYS"
SC01655390,09/13/2016,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01062428,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01110619,08/31/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 150 DAYS,DISC. DETENTION FOR 60 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 150 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS"
SC01110619,06/19/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01110619,04/03/2017,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC02163420,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01321104,06/16/2023,REFUSING OR FAILING OBEY ORDERS,"LOSS OF GOOD TIME: 30 DAYS,LOSS OF TABLET ENTERTAINMENT PRIVILEGES FOR 30 DAYS"
SC01321104,10/07/2022,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 108 DAYS,DISC. DETENTION FOR 18 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 108 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 108 DAYS"
SC01321104,10/05/2022,THREATENING TO INFLICT HARM ON EMPLOYEE,"LOSS OF CANTEEN PRIVILEGES FOR 106 DAYS,DISC. DETENTION FOR 16 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 106 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 106 DAYS"
SC01321104,03/25/2022,INCITING/CREATING A DISTURBANCE,"LOSS OF CANTEEN PRIVILEGES FOR 206 DAYS,DISC. DETENTION FOR 26 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 206 DAYS,LOSS OF VISITATION PRIVILEGES FOR 206 DAYS"
SC01321104,03/25/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 221 DAYS,DISC. DETENTION FOR 41 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 221 DAYS,LOSS OF VISITATION PRIVILEGES FOR 221 DAYS"
SC01321104,03/25/2022,FIGHTING WITH A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 221 DAYS,DISC. DETENTION FOR 41 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 221 DAYS,LOSS OF VISITATION PRIVILEGES FOR 221 DAYS"
SC01321104,06/14/2021,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 65 DAYS,DISC. DETENTION FOR 20 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 65 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 65 DAYS"
SC01321104,03/14/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC01321104,02/19/2019,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 360 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01321104,11/27/2018,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS,LOSS OF VISITATION PRIVILEGES FOR 90 DAYS"
SC01321104,09/07/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 117 DAYS,DISC. DETENTION FOR 121 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 117 DAYS,LOSS OF VISITATION PRIVILEGES FOR 117 DAYS"
SC01321104,07/09/2013,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 428 DAYS,DISC. DETENTION FOR 68 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 428 DAYS,LOSS OF TELEVISION PRIVILEGES FOR 545 DAYS,LOSS OF VISITATION PRIVILEGES FOR 428 DAYS"
SC01269479,05/16/2023,POSSESSION OF A NEGOTIABLE INSTRUMENT,"LOSS OF CANTEEN PRIVILEGES FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 45 DAYS"
SC02382106,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC02316641,02/14/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02316641,09/07/2022,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 169 DAYS,DISC. DETENTION FOR 9 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 169 DAYS,LOSS OF VISITATION PRIVILEGES FOR 169 DAYS"
SC02316641,09/07/2022,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC02316641,02/25/2020,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02316641,02/25/2020,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02316641,11/16/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02316641,11/16/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,DISC. DETENTION FOR 30 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC02316641,05/21/2019,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS"
SC02316641,05/21/2019,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS"
SC02316641,09/10/2018,POSSESSION OF A WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 135 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 135 DAYS"
SC01336118,08/24/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF GOOD TIME: 20 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 205 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 205 DAYS,LOSS OF VISITATION PRIVILEGES FOR 205 DAYS"
SC01336118,08/24/2022,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"LOSS OF CANTEEN PRIVILEGES FOR 160 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 160 DAYS,LOSS OF VISITATION PRIVILEGES FOR 160 DAYS"
SC01336118,08/24/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF GOOD TIME: 20 DAYS,LOSS OF CANTEEN PRIVILEGES FOR 205 DAYS,DISC. DETENTION FOR 45 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 205 DAYS,LOSS OF VISITATION PRIVILEGES FOR 205 DAYS"
SC01336118,05/15/2022,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC01336118,05/15/2022,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 140 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 140 DAYS,LOSS OF VISITATION PRIVILEGES FOR 140 DAYS"
SC00587900,08/03/2016,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,"LOSS OF CANTEEN PRIVILEGES FOR 90 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 90 DAYS"
SC00587900,06/25/2014,POSS. OR/ATTEMPT TO POSSESS CELL PHONE,LOSS OF TELEVISION PRIVILEGES FOR 196 DAYS
SC00587900,02/10/2013,CREAT/ASSIST WITH SOCIAL NETWORKING SITE,"DISC. DETENTION FOR 101 DAYS,LOSS OF PROPERTY PRIVILEGES FOR 700 DAYS"
SC00587900,10/15/2012,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 821 DAYS,DISC. DETENTION FOR 720 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 821 DAYS,LOSS OF VISITATION PRIVILEGES FOR 821 DAYS"
SC00616815,NO DISCIPLINARIES DURING CURRENT INCARCERATION
SC01476193,09/23/2021,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01476193,08/23/2021,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 120 DAYS,LOSS OF VISITATION PRIVILEGES FOR 120 DAYS"
SC01476193,08/08/2021,STRIKING AN EMPLOYEE WITH/WITHOUT WEAPON,"LOSS OF CANTEEN PRIVILEGES FOR 138 DAYS,DISC. DETENTION FOR 18 DAYS,LOSS OF VISITATION PRIVILEGES FOR 138 DAYS"
SC00607034,06/08/2023,"USE,POSS NARC,MARIJ,UNAUTH DRUG,INHALANT","LOSS OF CANTEEN PRIVILEGES FOR 124 DAYS,DISC. DETENTION FOR 34 DAYS,LOSS OF TELEPHONE PRIVILEGES FOR 124 DAYS,LOSS OF VISITATION PRIVILEGES FOR 124 DAYS"
SC00607034,05/06/2021,POSSESSION OF A WEAPON,
SC00607034,07/27/2020,POSSESSION OF A WEAPON,
